title,genre
Solaris,"[u'Drama', u'Mystery', u'Sci-Fi']"
Soldier,"[u'Action', u'Drama', u'Sci-Fi']"
Someone-To-Watch-Over-Me,"[u'Crime', u'Drama', u'Romance', u'Thriller']"
Something's-Gotta-Give,"[u'Comedy', u'Drama', u'Romance']"
Source-Code,"[u'Mystery', u'Romance', u'Sci-Fi', u'Thriller']"
South-Park,"[u'Animation', u'Comedy']"
Spanglis,"[u'Comedy', u'Drama', u'Romance']"
Spare-Me,[u'Thriller']
Spartan,"[u'Action', u'Crime', u'Drama', u'Mystery', u'Thriller']"
Speed-Racer,"[u'Animation', u'Action', u'Adventure', u'Family', u'Sci-Fi', u'Sport']"
Sphere,"[u'Drama', u'Horror', u'Mystery', u'Sci-Fi', u'Thriller']"
Spider-Man,"[u'Action', u'Adventure']"
St.-Elmo's-Fire,"[u'Drama', u'Romance']"
Star-Trek-First-Contac,"[u'Action', u'Adventure', u'Drama', u'Sci-Fi', u'Thriller']"
Star-Trek-Generations,"[u'Action', u'Adventure', u'Mystery', u'Sci-Fi', u'Thriller']"
Star-Trek-II-The-Wrath-of-Khan,"[u'Action', u'Adventure', u'Sci-Fi']"
Star-Trek-Nemesis,"[u'Action', u'Adventure', u'Sci-Fi', u'Thriller']"
Star-Trek-The-Motion-Picture,"[u'Adventure', u'Mystery', u'Sci-Fi']"
Star-Trek,"[u'Action', u'Adventure', u'Mystery', u'Sci-Fi']"
Star-Wars-A-New-Hope,"[u'Action', u'Adventure', u'Fantasy', u'Sci-Fi']"
Star-Wars-Attack-of-the-Clones,"[u'Action', u'Adventure', u'Fantasy', u'Sci-Fi']"
Star-Wars-Return-of-the-Jedi,[u'Reality-TV']
Star-Wars-Revenge-of-the-Si,"[u'Action', u'Adventure', u'Fantasy', u'Sci-Fi']"
Star-Wars-The-Empire-Strikes-Back,"[u'Action', u'Sci-Fi']"
Star-Wars-The-Force-Awakens,"[u'Action', u'Adventure', u'Fantasy', u'Sci-Fi']"
Star-Wars-The-Phantom-Menace,"[u'Action', u'Adventure', u'Fantasy', u'Sci-Fi']"
Starman,"[u'Romance', u'Sci-Fi']"
Starship-Troopers,"[u'Action', u'Adventure', u'Sci-Fi', u'Thriller']"
State-and-Main,"[u'Comedy', u'Drama']"
Station-Wes,"[u'Action', u'Mystery', u'Romance', u'Western']"
Stepmo,"[u'Comedy', u'Drama']"
"Sting,-The","[u'Comedy', u'Crime', u'Drama']"
Stir-of-Echoes,"[u'Horror', u'Mystery', u'Thriller']"
Storytelling,"[u'Comedy', u'Drama', u'Romance']"
Strange-Days,"[u'Action', u'Crime', u'Drama', u'Sci-Fi', u'Thriller']"
Strangers-on-a-Train,"[u'Crime', u'Film-Noir', u'Thriller']"
"Stuntman,-The","[u'Action', u'Comedy', u'Drama', u'Romance', u'Thriller']"
Sugar,"[u'Drama', u'Sport']"
Sunset-Blvd,[u'Documentary']
Sunshine-Cleaning,"[u'Comedy', u'Drama']"
Super-8,[u'Drama']
Superbad,[u'Comedy']
Supergir,"[u'Action', u'Adventure', u'Drama', u'Sci-Fi']"
"Surfer-King,-The",[u'Comedy']
Surrogates,"[u'Action', u'Sci-Fi', u'Thriller']"
Suspect-Zero,"[u'Crime', u'Drama', u'Mystery', u'Thriller']"
Sweeney-Todd-The-Demon-Barber-of-Fleet-Stree,"[u'Drama', u'Horror', u'Musical', u'Thriller']"
"Sweet-Hereafter,-The",[u'Drama']
Sweet-Smell-of-Success,"[u'Drama', u'Film-Noir']"
Swordfis,"[u'Action', u'Crime', u'Thriller']"
"Synecdoche,-New-York","[u'Comedy', u'Drama']"
Syriana,"[u'Drama', u'Thriller']"
Take-Shelter,"[u'Drama', u'Thriller']"
Taking-Lives,"[u'Crime', u'Mystery', u'Thriller']"
"Taking-of-Pelham-One-Two-Three,-The","[u'Action', u'Crime', u'Thriller']"
Taking-Sides,"[u'Drama', u'Music', u'War']"
"Talented-Mr.-Ripley,-The","[u'Crime', u'Drama', u'Thriller']"
Tall-in-the-Saddle,"[u'Mystery', u'Western', u'Romance']"
Tamara-Drewe,"[u'Comedy', u'Drama', u'Romance']"
Taxi-Driver,[u'Mystery']
Ted,"[u'Comedy', u'Fantasy']"
Terminator-2-Judgement-Day,"[u'Action', u'Sci-Fi']"
Terminator-Salvation,"[u'Action', u'Adventure', u'Sci-Fi']"
Terminator,"[u'Action', u'Sci-Fi']"
The-Rage-Carrie-2,"[u'Horror', u'Sci-Fi', u'Thriller']"
Thelma-&-Louise,"[u'Adventure', u'Crime', u'Drama']"
They,"[u'Horror', u'Mystery', u'Thriller']"
"Thing,-The","[u'Drama', u'Fantasy', u'Horror', u'Mystery', u'Sci-Fi', u'Thriller']"
"Things-My-Father-Never-Taught-Me,-The","[u'Short', u'Comedy', u'Romance']"
Thirteen-Days,"[u'Drama', u'History', u'Thriller']"
This-Boy's-Life,"[u'Biography', u'Drama']"
This-is-40,"[u'Comedy', u'Romance']"
Thor,"[u'Action', u'Adventure', u'Fantasy', u'Sci-Fi']"
Three-Kings-(Spoils-of-War),"[u'Action', u'Adventure', u'Comedy', u'Drama', u'War']"
Three-Kings,"[u'Action', u'Adventure', u'Comedy', u'Drama', u'War']"
Three-Men-and-a-Baby,
"Three-Musketeers,-The","[u'Action', u'Adventure', u'Romance']"
Thunderbirds,"[u'Animation', u'Action', u'Adventure', u'Family', u'Sci-Fi']"
Thunderhear,"[u'Crime', u'Mystery', u'Thriller']"
Ticker,"[u'Action', u'Crime', u'Thriller']"
Timber-Falls,"[u'Horror', u'Thriller']"
"Time-Machine,-The","[u'Comedy', u'Sci-Fi']"
Tin-Cup,"[u'Comedy', u'Drama', u'Romance', u'Sport']"
Tin-Men,"[u'Comedy', u'Drama']"
Tinker-Tailor-Soldier-Spy,"[u'Drama', u'Mystery', u'Thriller']"
Titanic,"[u'Drama', u'Romance']"
TMNT,"[u'Animation', u'Action', u'Adventure', u'Comedy', u'Family', u'Fantasy', u'Sci-Fi']"
To-Sleep-with-Anger,[u'Drama']
Tombstone,"[u'Action', u'Biography', u'Drama', u'History', u'Romance', u'Western']"
Tomorrow-Never-Dies,"[u'Action', u'Adventure', u'Thriller']"
Total-Reca,"[u'Action', u'Adventure', u'Mystery', u'Sci-Fi', u'Thriller']"
"Tourist,-The","[u'Action', u'Romance', u'Thriller']"
Toy-Story,"[u'Animation', u'Adventure', u'Comedy', u'Family', u'Fantasy']"
Traffic,"[u'Crime', u'Drama', u'Thriller']"
Training-Day,"[u'Crime', u'Drama', u'Thriller']"
Trainspotting,[u'Drama']
Transformers-The-Movie,"[u'Animation', u'Action', u'Adventure', u'Family', u'Sci-Fi']"
Tristan-and-Isolde,"[u'Drama', u'Romance']"
TRON-Legacy,"[u'Action', u'Adventure', u'Sci-Fi']"
TRON,"[u'Action', u'Adventure', u'Sci-Fi']"
Tropic-Thunder,"[u'Action', u'Comedy']"
True-Gri,"[u'Adventure', u'Drama', u'Western']"
True-Lies,"[u'Action', u'Comedy', u'Thriller']"
True-Romance,"[u'Crime', u'Drama', u'Romance', u'Thriller']"
"Truman-Show,-The","[u'Comedy', u'Drama', u'Sci-Fi']"
Twilig,"[u'Drama', u'Fantasy', u'Romance']"
Twilight-New-Moon,"[u'Adventure', u'Drama', u'Fantasy', u'Romance']"
Twin-Peaks,"[u'Crime', u'Drama', u'Mystery', u'Thriller']"
Twins,"[u'Comedy', u'Crime']"
Two-For-The-Money,"[u'Drama', u'Sport', u'Thriller']"
U-Turn,"[u'Crime', u'Drama', u'Thriller']"
"Ugly-Truth,-The","[u'Comedy', u'Romance']"
Un-Singe-en-Hiver,[u'Adventure']
Unbreakable,"[u'Drama', u'Mystery', u'Sci-Fi', u'Thriller']"
Under-Fire,"[u'Action', u'Drama', u'Mystery', u'Thriller', u'War']"
Unknown,"[u'Action', u'Mystery', u'Thriller']"
Up-in-the-Air,"[u'Drama', u'Romance']"
Up,"[u'Animation', u'Adventure', u'Comedy', u'Family']"
V-for-Vendetta,"[u'Action', u'Drama', u'Thriller']"
Valkyrie,"[u'Drama', u'History', u'Thriller', u'War']"
Vanilla-Sky,"[u'Fantasy', u'Mystery', u'Romance', u'Sci-Fi', u'Thriller']"
"Verdict,-The",[u'Drama']
Very-Bad-Things,"[u'Comedy', u'Crime', u'Thriller']"
"Village,-The","[u'Drama', u'Mystery', u'Thriller']"
Virtuosity,"[u'Action', u'Crime', u'Sci-Fi', u'Thriller']"
"Visitor,-The",[u'Drama']
Wag-the-Dog,"[u'Comedy', u'Drama']"
"Walk-to-Remember,-A","[u'Drama', u'Romance']"
Walking-Ta,"[u'Drama', u'Horror', u'Thriller']"
Wall-E,"[u'Animation', u'Adventure', u'Family', u'Sci-Fi']"
Wall-Stree,"[u'Biography', u'Comedy', u'Crime', u'Drama']"
Wall-Street-Money-Never-Sleeps,[u'Drama']
Wanted,"[u'Action', u'Crime', u'Fantasy', u'Thriller']"
War-Horse,"[u'Drama', u'War']"
War-of-the-Worlds,"[u'Adventure', u'Sci-Fi', u'Thriller']"
Warm-Springs,"[u'Biography', u'Drama']"
Warrior,"[u'Action', u'Drama', u'Sport']"
Watchmen,"[u'Action', u'Drama', u'Mystery', u'Sci-Fi']"
Water-for-Elephants,"[u'Drama', u'Romance']"
"Way-Back,-The","[u'Adventure', u'Biography', u'Drama', u'History']"
We-Own-the-Nig,"[u'Crime', u'Drama', u'Thriller']"
What-About-Bob%3f,[u'Comedy']
What-Lies-Benea,"[u'Drama', u'Fantasy', u'Horror', u'Mystery', u'Thriller']"
When-a-Stranger-Calls,"[u'Horror', u'Thriller']"
While-She-Was-Ou,"[u'Crime', u'Drama', u'Thriller']"
"Whistleblower,-The","[u'Action', u'Biography', u'Crime', u'Drama', u'Thriller']"
White-Christmas,"[u'Comedy', u'Musical', u'Romance']"
White-Jazz,
"White-Ribbon,-The","[u'Drama', u'Mystery']"
White-Squa,"[u'Adventure', u'Drama']"
Whiteou,"[u'Action', u'Crime', u'Mystery', u'Thriller']"
Who's-Your-Daddy,[u'Comedy']
Who-Framed-Roger-Rabbit%3f,"[u'Animation', u'Adventure', u'Comedy', u'Crime', u'Family', u'Fantasy', u'Mystery']"
Wild-At-Hear,"[u'Comedy', u'Crime', u'Drama', u'Thriller']"
"Wild-Bunch,-The","[u'Action', u'Adventure', u'Western']"
Wild-Hogs,"[u'Action', u'Adventure', u'Comedy']"
Wild-Things-Diamonds-in-the-Roug,"[u'Crime', u'Drama', u'Mystery', u'Thriller']"
Wild-Things,"[u'Crime', u'Drama', u'Mystery', u'Thriller']"
Wild-Wild-Wes,"[u'Action', u'Comedy', u'Sci-Fi', u'Western']"
Willow,"[u'Action', u'Adventure', u'Drama', u'Fantasy', u'Romance']"
Win-Win,[u'Short']
Wind-Chi,"[u'Drama', u'Horror', u'Thriller']"
Withnail-and-I,"[u'Comedy', u'Drama']"
Witness,"[u'Crime', u'Drama', u'Romance', u'Thriller']"
"Wizard-of-Oz,-The","[u'Adventure', u'Family', u'Fantasy', u'Musical']"
"Wolf-of-Wall-Street,-The","[u'Biography', u'Comedy', u'Crime', u'Drama']"
Wonder-Boys,"[u'Comedy', u'Drama']"
"Woodsman,-The","[u'Drama', u'Romance']"
"World-is-not-Enough,-The","[u'Action', u'Adventure', u'Thriller']"
"Wrestler,-The","[u'Drama', u'Sport']"
"X-Files-Fight-the-Future,-The","[u'Documentary', u'Sci-Fi', u'Short']"
X-Men-Origins-Wolverine,"[u'Action', u'Adventure', u'Sci-Fi', u'Thriller']"
xXx,"[u'Action', u'Adventure', u'Thriller']"
Year-One,"[u'Adventure', u'Comedy']"
Yes-Man,"[u'Comedy', u'Romance']"
You-Can-Count-On-Me,[u'Drama']
Youth-in-Revo,"[u'Comedy', u'Drama', u'Romance']"
Zero-Dark-Thirty,"[u'Drama', u'History', u'Thriller']"
Zerophilia,"[u'Comedy', u'Romance']"
